Date,Day,Open (Unit Curr),High (Unit Curr),Low (Unit Curr),Close (Unit Curr),Volume (000's),Overnight,Intraday,Previous day,,No of Trades,Value,Market Cap,TTM PE(x),Cons TTM PE(x),SENSEX,P/BV(x),Cons P/BV(x),EV/EBIDTA(x),Cons EV/EBIDTA(x),MCAP/Sales(x),Cons MCAP/Sales(x)
15-Apr-2025,Tuesday,1256.00,1256.00,1237.00,1239.90,719.04,,,,,23933.00,89.33,1677878.92,47.58,24.09,76734.89,3.09,1.99,24.19,10.46,3.24,1.74
11-Apr-2025,Friday,1200.00,1222.45,1197.05,1219.30,684.52,,,,,21017.00,83.09,1650002.23,46.79,23.69,75157.26,3.04,1.96,23.82,10.31,3.19,1.71
09-Apr-2025,Wednesday,1172.40,1189.50,1169.10,1185.60,495.96,,,,,17003.00,58.68,1604398.13,45.50,23.04,73847.15,2.95,1.90,23.20,10.06,3.10,1.66
08-Apr-2025,Tuesday,1177.85,1196.80,1163.85,1182.40,894.89,,,,,33008.00,105.55,1600067.77,45.38,22.97,74227.08,2.95,1.90,23.14,10.04,3.09,1.66
07-Apr-2025,Monday,1125.00,1171.00,1115.55,1166.20,1433.46,,,,,72846.00,164.64,1578145.33,44.75,22.66,73137.90,2.91,1.87,22.85,9.92,3.05,1.64
04-Apr-2025,Friday,1240.00,1245.20,1192.85,1204.70,785.06,,,,,27300.00,94.53,1630244.96,46.23,23.41,75364.69,3.00,1.94,23.55,10.20,3.15,1.69
03-Apr-2025,Thursday,1238.95,1251.20,1234.55,1248.60,532.52,,,,,9501.00,66.43,1689652.08,47.92,24.26,76295.36,3.11,2.01,24.35,10.53,3.27,1.75
02-Apr-2025,Wednesday,1250.35,1256.00,1243.80,1251.10,243.30,,,,,9405.00,30.47,1693035.17,48.01,24.31,76617.44,3.12,2.01,24.40,10.54,3.27,1.75
01-Apr-2025,Tuesday,1274.60,1277.80,1250.00,1252.45,722.01,,,,,16092.00,90.98,1694862.04,48.06,24.33,76024.51,3.12,2.01,24.42,10.55,3.28,1.76
28-Mar-2025,Friday,1279.30,1295.70,1269.05,1275.00,987.80,,,,,24092.00,126.45,1725377.54,48.84,24.94,77414.92,3.20,2.03,24.26,10.75,3.15,1.80
27-Mar-2025,Thursday,1275.05,1285.15,1272.05,1278.40,278.22,,,,,6731.00,35.60,1729978.55,48.97,25.00,77606.43,3.20,2.04,24.32,10.77,3.16,1.81
26-Mar-2025,Wednesday,1290.25,1293.95,1269.00,1272.55,658.35,,,,,9779.00,84.36,1722062.11,48.74,24.89,77288.50,3.19,2.03,24.22,10.73,3.14,1.80
25-Mar-2025,Tuesday,1307.00,1307.00,1283.00,1285.40,865.84,,,,,23947.00,111.64,1739451.21,49.24,25.14,78017.19,3.22,2.05,24.44,10.82,3.18,1.82
24-Mar-2025,Monday,1286.40,1305.30,1281.00,1301.35,861.53,,,,,26632.00,111.83,1761035.35,49.85,25.45,77984.38,3.26,2.08,24.72,10.94,3.22,1.84
21-Mar-2025,Friday,1270.05,1284.50,1270.05,1276.45,361.30,,,,,10045.00,46.14,1727339.74,48.89,24.96,76905.51,3.20,2.04,24.29,10.76,3.15,1.81
20-Mar-2025,Thursday,1254.20,1272.80,1250.00,1268.55,612.66,,,,,17892.00,77.29,1716649.16,48.59,24.81,76348.06,3.18,2.02,24.15,10.70,3.13,1.80
19-Mar-2025,Wednesday,1242.00,1252.75,1239.35,1247.70,295.43,,,,,8359.00,36.84,1688434.17,47.79,24.40,75449.05,3.13,1.99,23.78,10.54,3.08,1.77
18-Mar-2025,Tuesday,1243.50,1248.10,1234.90,1238.80,1740.58,,,,,25103.00,215.56,1676390.35,47.45,24.23,75301.26,3.11,1.98,23.63,10.48,3.06,1.75
17-Mar-2025,Monday,1247.00,1257.20,1233.25,1240.40,422.82,,,,,11009.00,52.42,1678555.53,47.51,24.26,74169.95,3.11,1.98,23.65,10.49,3.06,1.76
13-Mar-2025,Thursday,1262.90,1264.00,1244.00,1247.40,302.88,,,,,10747.00,38.03,1688028.20,47.78,24.40,73828.91,3.13,1.99,23.78,10.54,3.08,1.77
12-Mar-2025,Wednesday,1256.85,1261.55,1244.00,1256.60,426.30,,,,,14460.00,53.36,1700477.98,48.13,24.58,74029.76,3.15,2.01,23.94,10.61,3.10,1.78
11-Mar-2025,Tuesday,1238.05,1249.55,1230.00,1247.40,305.95,,,,,10643.00,38.01,1688028.20,47.78,24.40,74102.32,3.13,1.99,23.78,10.54,3.08,1.77
10-Mar-2025,Monday,1249.10,1258.00,1235.50,1238.20,245.12,,,,,17180.00,30.53,1675578.41,47.43,24.22,74115.17,3.10,1.98,23.62,10.47,3.06,1.75
07-Mar-2025,Friday,1214.05,1254.50,1212.30,1249.10,794.74,,,,,28260.00,98.72,1690328.70,47.85,24.43,74332.58,3.13,1.99,23.81,10.55,3.09,1.77
06-Mar-2025,Thursday,1201.00,1214.00,1185.50,1210.55,652.42,,,,,22915.00,78.18,1638161.40,46.37,23.68,74340.09,3.03,1.93,23.13,10.27,2.99,1.71
05-Mar-2025,Wednesday,1162.00,1183.05,1158.00,1175.75,348.56,,,,,9063.00,40.96,1591068.74,45.04,22.99,73730.23,2.95,1.88,22.52,10.01,2.91,1.66
04-Mar-2025,Tuesday,1165.00,1174.10,1159.25,1161.70,286.83,,,,,12205.00,33.45,1572055.76,44.50,22.72,72989.93,2.91,1.85,22.27,9.90,2.87,1.64
03-Mar-2025,Monday,1209.80,1209.80,1156.00,1171.10,542.45,,,,,22541.00,63.40,1584776.19,44.86,22.90,73085.94,2.94,1.87,22.44,9.97,2.89,1.66
28-Feb-2025,Friday,1201.00,1217.40,1193.30,1199.60,437.66,,,,,10691.00,52.87,1623343.45,45.95,23.46,73198.10,3.01,1.91,22.94,10.18,2.96,1.70
27-Feb-2025,Thursday,1213.55,1215.00,1201.00,1207.05,193.17,,,,,7039.00,23.31,1633425.07,46.24,23.61,74612.43,3.03,1.93,23.07,10.24,2.98,1.71
25-Feb-2025,Tuesday,1213.95,1221.00,1201.00,1203.90,881.73,,,,,30015.00,106.70,1629162.37,46.12,23.55,74602.12,3.02,1.92,23.01,10.22,2.97,1.70
24-Feb-2025,Monday,1219.40,1223.00,1210.60,1214.75,477.21,,,,,19133.00,58.00,1643845.00,46.53,23.76,74454.41,3.05,1.94,23.20,10.30,3.00,1.72
21-Feb-2025,Friday,1229.95,1239.95,1222.35,1227.70,907.59,,,,,12448.00,111.35,1661369.42,47.03,24.01,75311.06,3.08,1.96,23.43,10.39,3.03,1.74
20-Feb-2025,Thursday,1226.25,1239.40,1223.00,1233.05,206.26,,,,,6415.00,25.48,1668609.24,47.23,24.12,75735.96,3.09,1.97,23.52,10.43,3.05,1.74
19-Feb-2025,Wednesday,1222.75,1232.80,1217.60,1226.95,110.21,,,,,3823.00,13.52,1660354.49,47.00,24.00,75939.18,3.08,1.96,23.42,10.39,3.03,1.74
18-Feb-2025,Tuesday,1225.25,1229.95,1216.40,1224.95,206.58,,,,,7437.00,25.27,1657648.02,46.92,23.96,75967.39,3.07,1.95,23.38,10.37,3.03,1.73
17-Feb-2025,Monday,1215.75,1227.20,1205.15,1224.75,207.94,,,,,7688.00,25.35,1657377.37,46.91,23.95,75996.86,3.07,1.95,23.38,10.37,3.03,1.73
14-Feb-2025,Friday,1220.00,1224.30,1206.00,1216.95,358.01,,,,,10146.00,43.39,1646822.12,46.62,23.80,75939.21,3.05,1.94,23.24,10.31,3.01,1.72
13-Feb-2025,Thursday,1218.95,1227.95,1212.15,1216.20,360.19,,,,,13492.00,43.98,1645807.19,46.59,23.79,76138.97,3.05,1.94,23.23,10.31,3.01,1.72
12-Feb-2025,Wednesday,1219.95,1227.85,1193.65,1215.70,596.94,,,,,15931.00,72.36,1645130.57,46.57,23.78,76171.08,3.05,1.94,23.22,10.30,3.00,1.72
11-Feb-2025,Tuesday,1263.05,1263.40,1230.00,1234.60,554.85,,,,,18420.00,69.09,1670706.76,47.29,24.15,76293.60,3.10,1.97,23.55,10.44,3.05,1.75
10-Feb-2025,Monday,1263.80,1266.00,1245.85,1253.40,539.89,,,,,17004.00,67.53,1696147.62,48.01,24.51,77311.80,3.14,2.00,23.88,10.58,3.10,1.77
07-Feb-2025,Friday,1266.45,1284.75,1262.00,1266.85,375.03,,,,,11068.00,47.66,1714348.66,48.53,24.78,77860.19,3.18,2.02,24.12,10.68,3.13,1.79
06-Feb-2025,Thursday,1276.60,1287.35,1270.80,1281.55,160.17,,,,,8148.00,20.49,1734241.25,49.09,25.06,78058.16,3.21,2.05,24.38,10.79,3.17,1.81
05-Feb-2025,Wednesday,1284.95,1290.00,1276.15,1278.05,355.65,,,,,17635.00,45.63,1729504.92,48.96,25.00,78271.28,3.20,2.04,24.32,10.77,3.16,1.81
04-Feb-2025,Tuesday,1247.05,1289.00,1246.65,1286.00,397.48,,,,,16736.00,50.52,1740263.15,49.26,25.15,78583.81,3.22,2.05,24.46,10.83,3.18,1.82
03-Feb-2025,Monday,1250.00,1255.90,1238.00,1245.15,396.69,,,,,14790.00,49.46,1684983.41,47.70,24.35,77186.74,3.12,1.99,23.74,10.52,3.08,1.76
01-Feb-2025,Saturday,1265.00,1269.95,1241.50,1264.65,266.30,,,,,6933.00,33.54,1711371.54,48.44,24.73,77505.96,3.17,2.02,24.08,10.67,3.12,1.79
31-Jan-2025,Friday,1257.40,1266.00,1249.50,1264.90,412.71,,,,,15527.00,51.99,1711709.85,48.45,24.74,77500.57,3.17,2.02,24.08,10.67,3.13,1.79
30-Jan-2025,Thursday,1235.00,1256.60,1232.25,1253.60,462.23,,,,,19739.00,57.71,1696418.27,48.02,24.52,76759.81,3.14,2.00,23.89,10.59,3.10,1.77
29-Jan-2025,Wednesday,1237.30,1242.75,1228.45,1235.80,358.15,,,,,9956.00,44.31,1672330.64,47.34,24.17,76532.96,3.10,1.97,23.57,10.45,3.05,1.75
28-Jan-2025,Tuesday,1236.60,1244.15,1218.90,1233.80,364.26,,,,,11455.00,44.87,1669624.17,47.26,24.13,75901.41,3.09,1.97,23.54,10.44,3.05,1.75
27-Jan-2025,Monday,1239.90,1240.45,1220.05,1229.30,411.76,,,,,14577.00,50.65,1663534.60,47.09,24.04,75366.17,3.08,1.96,23.46,10.40,3.04,1.74
24-Jan-2025,Friday,1266.90,1273.10,1244.00,1245.90,430.80,,,,,18085.00,54.13,1685998.34,47.72,24.37,76190.46,3.12,1.99,23.75,10.53,3.08,1.76
23-Jan-2025,Thursday,1274.75,1277.25,1261.55,1263.85,235.41,,,,,22143.00,29.85,1710288.95,48.41,24.72,76520.38,3.17,2.02,24.07,10.66,3.12,1.79
22-Jan-2025,Wednesday,1279.00,1282.90,1268.80,1277.30,2201.40,,,,,8346.00,280.79,1728489.99,48.93,24.98,76404.99,3.20,2.04,24.30,10.76,3.16,1.81
21-Jan-2025,Tuesday,1310.00,1312.85,1269.55,1272.95,1210.47,,,,,35609.00,155.51,1722603.41,48.76,24.90,75838.36,3.19,2.03,24.23,10.73,3.15,1.80
20-Jan-2025,Monday,1319.35,1319.35,1300.55,1305.00,242.24,,,,,9199.00,31.70,1765974.66,49.99,25.52,77073.44,3.27,2.08,24.79,10.97,3.22,1.85
17-Jan-2025,Friday,1325.10,1325.10,1284.70,1301.30,1514.07,,,,,40776.00,196.70,1760967.69,49.85,25.45,76619.33,3.26,2.08,24.72,10.94,3.22,1.84
16-Jan-2025,Thursday,1260.20,1275.00,1251.40,1268.70,391.75,,,,,20064.00,49.44,1716852.15,48.60,24.81,77042.82,3.18,2.02,24.15,10.70,3.13,1.80
15-Jan-2025,Wednesday,1247.00,1256.75,1242.15,1252.30,287.14,,,,,7455.00,35.88,1694659.06,47.97,24.49,76724.08,3.14,2.00,23.86,10.58,3.09,1.77
14-Jan-2025,Tuesday,1240.00,1255.05,1227.30,1238.55,837.79,,,,,25971.00,103.65,1676052.05,47.44,24.22,76499.63,3.10,1.98,23.62,10.47,3.06,1.75
13-Jan-2025,Monday,1230.00,1245.15,1225.60,1240.05,810.47,,,,,31209.00,100.34,1678081.90,47.50,24.25,76330.01,3.11,1.98,23.65,10.48,3.06,1.75
10-Jan-2025,Friday,1255.90,1256.70,1236.15,1242.35,498.99,,,,,23764.00,62.15,1681194.35,47.59,24.30,77378.91,3.11,1.98,23.69,10.50,3.07,1.76
09-Jan-2025,Thursday,1267.90,1269.40,1248.00,1255.00,262.91,,,,,14250.00,33.06,1698312.80,48.07,24.54,77620.21,3.15,2.00,23.91,10.60,3.10,1.78
08-Jan-2025,Wednesday,1251.20,1270.70,1245.00,1264.70,881.92,,,,,40907.00,111.36,1711439.20,48.44,24.73,78148.49,3.17,2.02,24.08,10.67,3.13,1.79
07-Jan-2025,Tuesday,1221.65,1243.40,1221.40,1240.90,512.06,,,,,19553.00,63.35,1679232.15,47.53,24.27,78199.11,3.11,1.98,23.66,10.49,3.07,1.76
06-Jan-2025,Monday,1251.55,1261.70,1215.30,1218.20,782.43,,,,,36480.00,96.74,1648513.67,46.66,23.83,77964.99,3.05,1.94,23.26,10.32,3.01,1.72
03-Jan-2025,Friday,1247.75,1262.30,1235.60,1251.35,502.90,,,,,17855.00,62.84,1693373.48,47.93,24.47,79223.11,3.14,2.00,23.85,10.57,3.09,1.77
02-Jan-2025,Thursday,1220.70,1244.50,1220.25,1241.65,529.14,,,,,22760.00,65.26,1680247.08,47.56,24.28,79943.71,3.11,1.98,23.68,10.50,3.07,1.76
01-Jan-2025,Wednesday,1218.95,1226.20,1212.10,1221.65,380.22,,,,,14712.00,46.37,1653182.34,46.80,23.89,78507.41,3.06,1.95,23.32,10.35,3.02,1.73
31-Dec-2024,Tuesday,1210.40,1219.05,1206.40,1215.45,444.25,,,,,18373.00,53.86,1644792.26,46.56,23.77,78139.01,3.05,1.94,23.22,10.30,3.00,1.72
30-Dec-2024,Monday,1219.65,1223.35,1208.65,1210.90,314.45,,,,,9829.00,38.26,1638635.03,44.86,24.13,78248.13,3.09,1.98,22.52,10.47,2.98,1.74
27-Dec-2024,Friday,1216.65,1227.60,1216.65,1220.95,653.09,,,,,20945.00,79.88,1652235.07,45.23,24.33,78699.07,3.11,2.00,22.69,10.54,3.00,1.76
26-Dec-2024,Thursday,1224.65,1228.00,1214.45,1216.60,556.94,,,,,22877.00,68.06,1646348.49,45.07,24.24,78472.48,3.10,1.99,22.62,10.51,2.99,1.75
24-Dec-2024,Tuesday,1231.90,1233.45,1221.45,1223.50,268.06,,,,,7418.00,32.91,1655685.82,45.32,24.38,78472.87,3.12,2.00,22.74,10.56,3.01,1.76
23-Dec-2024,Monday,1217.25,1227.00,1213.15,1222.10,3332.77,,,,,24774.00,405.23,1653791.29,45.27,24.35,78540.17,3.11,2.00,22.71,10.55,3.01,1.76
20-Dec-2024,Friday,1229.95,1239.75,1202.10,1206.00,1166.32,,,,,72547.00,142.47,1632004.17,44.67,24.03,78041.59,3.07,1.98,22.44,10.43,2.97,1.74
19-Dec-2024,Thursday,1239.95,1244.95,1229.40,1230.60,424.10,,,,,13275.00,52.42,1665293.81,45.59,24.52,79218.05,3.14,2.02,22.86,10.62,3.03,1.77
18-Dec-2024,Wednesday,1243.40,1259.90,1241.75,1253.05,260.43,,,,,10295.00,32.63,1695673.99,46.42,24.97,80182.20,3.19,2.05,23.24,10.79,3.08,1.80
17-Dec-2024,Tuesday,1262.65,1262.65,1242.60,1245.10,639.48,,,,,19200.00,79.87,1684915.75,46.12,24.81,80684.45,3.17,2.04,23.11,10.73,3.06,1.79
16-Dec-2024,Monday,1275.00,1281.60,1266.85,1268.05,465.48,,,,,18021.00,59.28,1715972.55,46.97,25.27,81748.57,3.23,2.08,23.50,10.90,3.12,1.82
13-Dec-2024,Friday,1265.00,1275.15,1240.00,1273.35,1106.98,,,,,49260.00,139.13,1723144.70,47.17,25.37,82133.12,3.24,2.09,23.59,10.94,3.13,1.83
12-Dec-2024,Thursday,1275.20,1278.10,1261.05,1263.85,683.51,,,,,20352.00,86.56,1710288.95,46.82,25.18,81289.96,3.22,2.07,23.43,10.87,3.11,1.82
11-Dec-2024,Wednesday,1286.50,1290.00,1275.35,1278.10,594.41,,,,,26224.00,76.25,1729572.58,47.35,25.47,81526.14,3.26,2.09,23.67,10.98,3.14,1.84
10-Dec-2024,Tuesday,1290.00,1295.00,1280.75,1284.95,438.99,,,,,25789.00,56.50,1738842.26,47.60,25.60,81510.05,3.27,2.10,23.79,11.03,3.16,1.85
09-Dec-2024,Monday,1303.00,1315.45,1292.90,1295.15,554.02,,,,,29265.00,72.27,1752645.28,47.98,25.81,81508.46,3.30,2.12,23.96,11.11,3.19,1.86
06-Dec-2024,Friday,1326.90,1326.90,1309.80,1311.80,412.70,,,,,15853.00,54.28,1775176.68,48.59,26.14,81709.12,3.34,2.15,24.25,11.23,3.23,1.89
05-Dec-2024,Thursday,1310.75,1329.50,1306.40,1321.20,674.85,,,,,26667.00,88.92,1787897.11,48.94,26.32,81765.86,3.37,2.16,24.41,11.31,3.25,1.90
04-Dec-2024,Wednesday,1326.95,1329.00,1305.00,1309.00,438.49,,,,,21299.00,57.53,1771387.61,48.49,26.08,80956.33,3.34,2.14,24.20,11.21,3.22,1.88
03-Dec-2024,Tuesday,1318.85,1326.70,1307.25,1323.35,344.67,,,,,9788.00,45.52,1790806.57,49.02,26.37,80845.75,3.37,2.17,24.44,11.32,3.26,1.90
02-Dec-2024,Monday,1291.65,1311.05,1277.00,1309.05,633.38,,,,,32717.00,82.24,1771455.27,48.49,26.08,80248.08,3.34,2.14,24.20,11.21,3.22,1.88
29-Nov-2024,Friday,1280.00,1299.30,1274.75,1292.45,748.89,,,,,26378.00,96.56,1748991.54,47.88,25.75,79802.79,3.29,2.12,23.92,11.09,3.18,1.86
28-Nov-2024,Thursday,1291.95,1296.80,1269.25,1271.35,481.82,,,,,14835.00,61.76,1720438.23,47.10,25.33,79043.74,3.24,2.08,23.56,10.93,3.13,1.83
27-Nov-2024,Wednesday,1295.75,1303.80,1286.20,1292.90,263.57,,,,,7964.00,34.11,1749600.49,47.89,25.76,80234.08,3.29,2.12,23.92,11.09,3.18,1.86
26-Nov-2024,Tuesday,1296.45,1297.85,1284.00,1295.55,487.02,,,,,18740.00,62.89,1753186.57,47.99,25.81,80004.06,3.30,2.12,23.97,11.11,3.19,1.86
25-Nov-2024,Monday,1294.80,1304.35,1282.65,1287.80,962.53,,,,,29522.00,124.68,1742698.98,47.70,25.66,80109.85,3.28,2.11,23.84,11.05,3.17,1.85
22-Nov-2024,Friday,1229.90,1268.65,1223.05,1265.95,1055.84,,,,,38318.00,131.50,1713130.75,46.90,25.22,79117.11,3.23,2.07,23.46,10.89,3.11,1.82
21-Nov-2024,Thursday,1247.05,1247.05,1217.70,1223.20,491.07,,,,,16533.00,60.21,1655279.85,45.31,24.37,77155.79,3.12,2.00,22.73,10.56,3.01,1.76
19-Nov-2024,Tuesday,1259.05,1281.00,1235.45,1241.30,397.95,,,,,15595.00,50.40,1679773.45,45.98,24.73,77578.38,3.16,2.03,23.04,10.70,3.05,1.79
18-Nov-2024,Monday,1266.55,1273.10,1244.00,1260.65,609.25,,,,,31878.00,76.58,1705958.59,46.70,25.12,77339.01,3.21,2.06,23.37,10.85,3.10,1.81
14-Nov-2024,Thursday,1254.55,1272.50,1252.25,1267.70,799.53,,,,,35721.00,101.04,1715498.91,46.96,25.26,77580.31,3.23,2.08,23.49,10.90,3.12,1.82
13-Nov-2024,Wednesday,1269.50,1275.00,1249.70,1252.25,525.80,,,,,19634.00,66.19,1694591.40,46.39,24.95,77690.95,3.19,2.05,23.23,10.78,3.08,1.80
12-Nov-2024,Tuesday,1275.00,1289.40,1269.00,1273.10,592.22,,,,,25061.00,75.70,1722806.39,47.16,25.37,78675.18,3.24,2.09,23.59,10.94,3.13,1.83
11-Nov-2024,Monday,1282.60,1285.95,1266.35,1273.05,695.57,,,,,30918.00,88.72,1722738.73,47.16,25.37,79496.15,3.24,2.09,23.58,10.94,3.13,1.83
08-Nov-2024,Friday,1302.65,1302.80,1278.00,1284.00,927.11,,,,,52161.00,119.14,1737556.68,47.56,25.58,79486.32,3.27,2.10,23.77,11.02,3.16,1.85
07-Nov-2024,Thursday,1322.15,1324.00,1303.20,1305.65,529.60,,,,,27605.00,69.36,1766854.27,48.37,26.01,79541.79,3.33,2.14,24.14,11.19,3.21,1.88
06-Nov-2024,Wednesday,1311.85,1328.45,1300.30,1325.55,873.76,,,,,28221.00,114.52,1793783.69,49.10,26.41,80378.13,3.38,2.17,24.48,11.34,3.26,1.91
05-Nov-2024,Tuesday,1293.75,1309.35,1286.15,1305.95,410.47,,,,,15998.00,53.25,1767260.24,48.38,26.02,79476.63,3.33,2.14,24.15,11.19,3.21,1.88
04-Nov-2024,Monday,1337.00,1338.60,1285.10,1302.00,1351.83,,,,,82812.00,175.64,1761914.95,48.23,25.94,78782.24,3.32,2.13,24.08,11.16,3.20,1.87
01-Nov-2024,Friday,1339.85,1341.00,1334.30,1339.10,290.86,,,,,29489.00,38.95,1812120.05,49.60,26.68,79724.12,3.41,2.19,24.71,11.44,3.29,1.93
31-Oct-2024,Thursday,1341.90,1342.90,1326.05,1332.60,657.96,,,,,30865.00,87.79,1803324.01,49.36,26.55,79389.06,3.40,2.18,24.60,11.39,3.28,1.92
30-Oct-2024,Wednesday,1339.80,1349.90,1324.80,1343.95,324.32,,,,,10575.00,43.53,1818683.26,49.78,26.78,79942.18,3.42,2.20,24.80,11.48,3.31,1.93
29-Oct-2024,Tuesday,1334.30,1342.90,1320.50,1338.95,363.37,,,,,12936.00,48.32,1811917.07,49.60,26.68,80369.03,3.41,2.19,24.71,11.44,3.29,1.93
28-Oct-2024,Monday,1338.00,1353.15,1322.00,1334.30,384.13,,,,,19676.00,51.39,1805624.52,49.43,26.59,80005.04,3.40,2.19,24.63,11.41,3.28,1.92
25-Oct-2024,Friday,1343.85,1343.85,1322.50,1327.73,735.25,,,,,47039.00,195.50,1796726.98,49.18,26.46,79402.29,3.43,2.19,24.52,11.36,3.27,1.91
24-Oct-2024,Thursday,1337.50,1343.80,1323.50,1339.98,433.70,,,,,35785.00,115.73,1813304.14,49.64,26.70,80065.16,3.46,2.21,24.73,11.45,3.30,1.93
23-Oct-2024,Wednesday,1340.50,1357.50,1335.50,1338.85,424.81,,,,,31172.00,114.20,1811781.75,49.60,26.68,80081.98,3.46,2.21,24.71,11.44,3.29,1.93
22-Oct-2024,Tuesday,1369.95,1375.95,1340.40,1343.65,189.14,,,,,13288.00,51.38,1818277.28,49.77,26.77,80220.72,3.47,2.22,24.79,11.48,3.31,1.93
21-Oct-2024,Monday,1369.83,1374.00,1358.03,1369.13,197.01,,,,,10014.00,53.87,1852790.04,50.72,27.28,81151.27,3.53,2.26,25.23,11.67,3.37,1.97
18-Oct-2024,Friday,1353.33,1368.00,1341.60,1358.78,709.74,,,,,29023.00,192.77,1838783.74,50.33,27.07,81224.75,3.51,2.24,25.05,11.59,3.34,1.96
17-Oct-2024,Thursday,1369.35,1369.35,1352.50,1356.73,831.19,,,,,17233.00,226.19,1836009.54,50.26,27.03,81006.61,3.50,2.24,25.02,11.58,3.34,1.95
16-Oct-2024,Wednesday,1343.95,1364.28,1338.00,1354.00,317.64,,,,,20473.00,85.65,1832321.90,50.16,26.98,81501.36,3.49,2.24,24.97,11.55,3.33,1.95
15-Oct-2024,Tuesday,1359.48,1372.00,1340.63,1343.95,643.57,,,,,66492.00,174.32,1818721.57,49.79,26.78,81820.12,3.47,2.22,24.80,11.48,3.31,1.93
14-Oct-2024,Monday,1380.85,1380.85,1368.25,1372.60,252.42,,,,,11531.00,69.31,1857492.64,50.85,27.35,81973.05,3.54,2.27,25.29,11.70,3.38,1.98
11-Oct-2024,Friday,1371.00,1383.53,1369.00,1371.10,441.28,,,,,20217.00,121.26,1855462.74,50.79,27.32,81381.36,3.54,2.26,25.26,11.68,3.37,1.97
10-Oct-2024,Thursday,1382.18,1386.00,1370.00,1371.03,365.45,,,,,27678.00,100.57,1855361.25,50.79,27.32,81611.41,3.54,2.26,25.26,11.68,3.37,1.97
09-Oct-2024,Wednesday,1401.35,1401.35,1372.08,1375.05,320.54,,,,,34288.00,88.92,1860808.14,50.94,27.40,81467.10,3.55,2.27,25.33,11.71,3.38,1.98
08-Oct-2024,Tuesday,1380.00,1401.38,1364.30,1398.03,159.25,,,,,11308.00,44.08,1891871.46,51.79,27.86,81634.81,3.61,2.31,25.72,11.89,3.44,2.01
07-Oct-2024,Monday,1399.98,1399.98,1361.45,1370.48,561.20,,,,,53053.00,154.64,1854589.54,50.77,27.31,81050.00,3.54,2.26,25.25,11.68,3.37,1.97
04-Oct-2024,Friday,1407.00,1417.98,1383.00,1386.90,1120.12,,,,,70759.00,313.06,1876816.60,51.38,27.63,81688.45,3.58,2.29,25.53,11.80,3.41,2.00
03-Oct-2024,Thursday,1435.15,1449.98,1387.50,1407.63,3544.88,,,,,86500.00,1011.01,1904862.62,52.14,28.05,82497.10,3.63,2.32,25.89,11.96,3.46,2.03
01-Oct-2024,Tuesday,1481.35,1489.00,1463.00,1464.90,734.21,,,,,25159.00,215.72,1982369.78,54.27,29.19,84266.29,3.78,2.42,26.87,12.40,3.60,2.11
30-Sep-2024,Monday,1518.00,1522.15,1475.00,1476.90,425.37,,,,,37436.00,126.66,1998608.72,54.71,29.43,84299.78,3.81,2.44,27.07,12.49,3.63,2.13
27-Sep-2024,Friday,1500.00,1533.45,1492.00,1526.20,451.16,,,,,26657.00,136.33,2065323.74,51.60,30.04,85571.85,3.95,2.55,26.29,12.80,3.71,2.20
26-Sep-2024,Thursday,1492.48,1504.00,1488.05,1500.35,151.53,,,,,7296.00,45.40,2030342.34,50.73,29.53,85836.12,3.88,2.51,25.87,12.60,3.65,2.16
25-Sep-2024,Wednesday,1484.63,1496.80,1480.25,1493.73,147.40,,,,,14310.00,43.84,2021377.09,50.50,29.40,85169.87,3.87,2.50,25.76,12.55,3.63,2.15
24-Sep-2024,Tuesday,1489.98,1500.00,1488.20,1489.63,231.81,,,,,13420.00,69.22,2015828.78,50.36,29.32,84914.04,3.86,2.49,25.70,12.52,3.62,2.14
23-Sep-2024,Monday,1490.05,1501.38,1489.60,1494.20,298.50,,,,,14402.00,89.29,2022019.88,50.52,29.41,84928.61,3.87,2.50,25.77,12.56,3.63,2.15
20-Sep-2024,Friday,1474.50,1495.58,1471.78,1486.55,1703.03,,,,,39884.00,505.30,2011667.55,50.26,29.26,84544.31,3.85,2.48,25.65,12.50,3.62,2.14
19-Sep-2024,Thursday,1465.48,1476.50,1455.60,1469.68,60.81,,,,,6284.00,17.83,1988831.52,49.69,28.93,83184.80,3.81,2.45,25.38,12.37,3.57,2.12
18-Sep-2024,Wednesday,1470.00,1482.00,1461.00,1463.13,197.35,,,,,18122.00,58.04,1979967.76,49.47,28.80,82948.23,3.79,2.44,25.27,12.32,3.56,2.11
17-Sep-2024,Tuesday,1474.35,1477.00,1466.90,1472.30,180.32,,,,,13168.00,53.08,1992383.79,49.78,28.98,83079.66,3.81,2.46,25.42,12.39,3.58,2.12
16-Sep-2024,Monday,1478.75,1480.80,1465.00,1471.45,41.42,,,,,4774.00,12.19,1991233.54,49.75,28.96,82988.78,3.81,2.46,25.41,12.39,3.58,2.12
13-Sep-2024,Friday,1477.20,1483.00,1469.35,1472.23,362.54,,,,,16985.00,106.91,1992282.30,49.77,28.98,82890.94,3.81,2.46,25.42,12.39,3.58,2.12
12-Sep-2024,Thursday,1459.38,1485.50,1446.15,1479.20,344.92,,,,,22577.00,100.63,2001721.19,50.01,29.12,82962.71,3.83,2.47,25.53,12.44,3.60,2.13
