Date,Day,Open (Unit Curr),High (Unit Curr),Low (Unit Curr),Close (Unit Curr),Volume (000's),Overnight,Intraday,Previous day,,No of Trades,Value,Market Cap,TTM PE(x),Cons TTM PE(x),SENSEX,P/BV(x),Cons P/BV(x),EV/EBIDTA(x),Cons EV/EBIDTA(x),MCAP/Sales(x),Cons MCAP/Sales(x)
18-Apr-2019,Thursday,676.29,686.96,676.07,684.93,923.64,,,,,19038.00,127.32,876585.81,24.93,22.14,39140.28,2.16,2.26,15.29,12.47,2.36,1.54
16-Apr-2019,Tuesday,666.16,673.44,663.81,666.31,465.45,,,,,7930.00,62.86,852752.11,24.25,21.54,39275.64,2.10,2.20,14.93,12.22,2.29,1.50
15-Apr-2019,Monday,666.01,668.04,660.69,663.56,434.08,,,,,6444.00,58.23,849234.10,24.15,21.45,38905.84,2.10,2.19,14.88,12.18,2.29,1.49
12-Apr-2019,Friday,668.09,671.88,662.35,664.65,497.62,,,,,8006.00,66.94,850628.63,24.19,21.49,38767.11,2.10,2.20,14.90,12.19,2.29,1.49
11-Apr-2019,Thursday,660.12,669.48,658.09,666.73,571.69,,,,,8026.00,76.45,853290.90,24.27,21.55,38607.01,2.11,2.20,14.94,12.22,2.30,1.50
10-Apr-2019,Wednesday,663.68,667.47,656.75,658.21,450.64,,,,,8796.00,60.28,842388.25,23.96,21.28,38585.35,2.08,2.17,14.78,12.10,2.27,1.48
09-Apr-2019,Tuesday,659.18,663.68,654.57,661.38,816.18,,,,,11749.00,108.51,846445.05,24.07,21.38,38939.22,2.09,2.18,14.84,12.15,2.28,1.49
08-Apr-2019,Monday,670.92,671.66,655.76,658.43,466.06,,,,,12865.00,62.20,842673.50,23.96,21.29,38700.53,2.08,2.17,14.79,12.11,2.27,1.48
05-Apr-2019,Friday,673.64,675.50,665.47,671.16,616.83,,,,,9170.00,83.44,858964.08,24.43,21.70,38862.23,2.12,2.22,15.03,12.28,2.31,1.51
04-Apr-2019,Thursday,683.00,685.35,667.18,670.17,635.79,,,,,14046.00,86.48,857696.33,24.39,21.67,38684.72,2.12,2.21,15.01,12.27,2.31,1.51
03-Apr-2019,Wednesday,690.65,694.57,678.54,680.43,713.52,,,,,9614.00,99.26,870817.55,24.77,22.00,38877.12,2.15,2.25,15.20,12.41,2.34,1.53
02-Apr-2019,Tuesday,691.69,694.74,683.89,687.68,498.14,,,,,10193.00,69.27,880103.82,25.03,22.23,39056.65,2.17,2.27,15.34,12.51,2.37,1.55
01-Apr-2019,Monday,677.82,696.62,675.00,689.22,702.59,,,,,14020.00,97.63,882060.94,25.08,22.28,38871.87,2.18,2.28,15.37,12.53,2.37,1.55
29-Mar-2019,Friday,676.56,681.51,671.66,675.10,401.70,,,,,7190.00,54.75,863995.66,24.47,22.35,38672.91,2.58,2.74,14.57,12.08,2.24,1.54
28-Mar-2019,Thursday,668.64,678.49,665.34,673.86,519.98,,,,,11281.00,70.56,862410.99,24.43,22.31,38545.72,2.58,2.74,14.55,12.07,2.24,1.54
27-Mar-2019,Wednesday,682.01,682.01,666.11,668.69,627.42,,,,,11518.00,85.28,855787.05,24.24,22.13,38132.88,2.56,2.72,14.45,11.99,2.22,1.53
26-Mar-2019,Tuesday,658.73,678.52,658.73,677.13,905.10,,,,,14203.00,122.41,866594.53,24.55,22.41,38233.41,2.59,2.75,14.61,12.11,2.25,1.55
25-Mar-2019,Monday,658.78,662.07,652.37,656.38,488.85,,,,,8161.00,64.76,840035.40,23.79,21.73,37808.91,2.51,2.67,14.21,11.82,2.18,1.50
22-Mar-2019,Friday,680.52,683.62,662.45,664.72,593.06,,,,,13638.00,80.56,850716.10,24.10,22.00,38164.61,2.54,2.70,14.37,11.93,2.21,1.52
20-Mar-2019,Wednesday,683.00,686.76,675.37,681.32,627.42,,,,,12176.00,86.37,871950.72,24.70,22.55,38386.75,2.61,2.77,14.69,12.17,2.26,1.56
19-Mar-2019,Tuesday,673.09,682.51,665.17,681.14,938.38,,,,,15231.00,127.70,871728.87,24.69,22.55,38363.47,2.61,2.77,14.69,12.17,2.26,1.56
18-Mar-2019,Monday,656.30,672.67,656.30,667.45,761.36,,,,,10917.00,102.10,854202.38,24.20,22.09,38095.07,2.55,2.71,14.42,11.97,2.22,1.53
15-Mar-2019,Friday,666.16,672.70,649.64,655.07,874.08,,,,,12784.00,117.46,838355.64,23.75,21.68,38024.32,2.51,2.66,14.19,11.80,2.17,1.50
14-Mar-2019,Thursday,668.64,674.31,660.71,664.28,1336.70,,,,,16091.00,180.73,850145.61,24.08,21.99,37754.89,2.54,2.70,14.36,11.93,2.20,1.52
13-Mar-2019,Wednesday,660.96,668.64,657.62,667.03,1028.00,,,,,18754.00,137.59,853663.59,24.18,22.08,37752.17,2.55,2.71,14.42,11.97,2.21,1.52
12-Mar-2019,Tuesday,652.34,660.22,651.55,658.66,1924.64,,,,,14061.00,254.69,842951.20,23.88,21.80,37535.66,2.52,2.68,14.26,11.85,2.19,1.51
11-Mar-2019,Monday,629.41,650.31,628.07,644.37,759.44,,,,,13550.00,98.15,824664.07,23.36,21.33,37054.10,2.47,2.62,13.98,11.64,2.14,1.47
08-Mar-2019,Friday,626.56,631.00,624.80,627.33,352.59,,,,,5642.00,44.64,802858.96,22.74,20.77,36671.43,2.40,2.55,13.66,11.40,2.08,1.43
07-Mar-2019,Thursday,625.40,633.47,623.52,628.94,779.19,,,,,11921.00,98.98,804919.03,22.80,20.82,36725.42,2.41,2.55,13.69,11.42,2.09,1.44
06-Mar-2019,Wednesday,613.91,629.91,611.93,625.82,736.34,,,,,13752.00,92.65,800925.66,22.69,20.72,36636.10,2.40,2.54,13.63,11.38,2.08,1.43
05-Mar-2019,Tuesday,607.57,613.86,603.36,612.65,586.81,,,,,10310.00,72.20,784064.73,22.21,20.28,36442.54,2.35,2.49,13.38,11.19,2.03,1.40
01-Mar-2019,Friday,611.68,615.39,605.46,607.57,507.50,,,,,7949.00,62.33,777567.57,22.02,20.11,36063.81,2.33,2.47,13.28,11.12,2.02,1.39
28-Feb-2019,Thursday,609.70,613.91,606.90,609.97,512.24,,,,,7882.00,63.21,780641.84,22.11,20.19,35867.44,2.33,2.48,13.33,11.15,2.02,1.39
27-Feb-2019,Wednesday,607.92,616.14,598.88,605.46,575.15,,,,,14288.00,70.49,774873.63,21.95,20.04,35905.43,2.32,2.46,13.24,11.09,2.01,1.38
26-Feb-2019,Tuesday,601.48,610.99,597.39,604.10,520.25,,,,,11051.00,63.59,773130.48,21.90,20.00,35973.71,2.31,2.45,13.22,11.07,2.01,1.38
25-Feb-2019,Monday,612.08,615.64,605.81,610.27,367.75,,,,,8020.00,45.27,781022.16,22.12,20.20,36213.38,2.34,2.48,13.33,11.15,2.03,1.39
22-Feb-2019,Friday,614.77,617.08,607.27,610.49,1034.10,,,,,9327.00,127.46,781307.40,22.13,20.21,35871.48,2.34,2.48,13.34,11.16,2.03,1.40
21-Feb-2019,Thursday,612.17,622.43,609.30,617.35,772.71,,,,,12110.00,96.28,790083.02,22.38,20.43,35898.35,2.36,2.51,13.47,11.26,2.05,1.41
20-Feb-2019,Wednesday,607.27,613.78,603.63,611.36,843.80,,,,,8714.00,103.47,782413.24,22.16,20.24,35756.26,2.34,2.48,13.35,11.17,2.03,1.40
19-Feb-2019,Tuesday,603.85,614.01,599.94,602.44,403.25,,,,,7444.00,49.47,771003.64,21.84,19.94,35352.61,2.31,2.45,13.18,11.04,2.00,1.38
18-Feb-2019,Monday,616.78,619.80,602.24,604.13,796.79,,,,,15525.00,98.00,773158.79,21.90,20.00,35498.44,2.31,2.45,13.22,11.07,2.01,1.38
15-Feb-2019,Friday,606.73,618.37,601.77,615.89,641.32,,,,,10318.00,78.75,788213.12,22.33,20.39,35808.95,2.36,2.50,13.44,11.23,2.04,1.41
14-Feb-2019,Thursday,614.28,615.49,603.31,606.97,378.13,,,,,8225.00,46.48,776803.52,22.00,20.09,35876.22,2.32,2.47,13.27,11.11,2.01,1.39
13-Feb-2019,Wednesday,624.56,630.45,611.68,616.34,712.03,,,,,7867.00,89.66,788783.60,22.34,20.40,36034.11,2.36,2.50,13.45,11.24,2.05,1.41
12-Feb-2019,Tuesday,620.59,630.00,620.05,622.43,435.05,,,,,8373.00,54.84,796580.16,22.56,20.60,36153.62,2.38,2.53,13.57,11.33,2.07,1.42
11-Feb-2019,Monday,632.48,632.48,619.60,620.82,330.99,,,,,7547.00,41.66,794520.09,22.51,20.55,36395.03,2.38,2.52,13.53,11.31,2.06,1.42
08-Feb-2019,Friday,637.43,643.23,630.13,632.65,872.00,,,,,9694.00,111.81,809669.50,22.93,20.94,36546.48,2.42,2.57,13.76,11.47,2.10,1.45
07-Feb-2019,Thursday,649.30,654.20,636.84,639.02,739.96,,,,,17752.00,96.38,817814.69,23.16,21.15,36971.09,2.45,2.60,13.88,11.57,2.12,1.46
06-Feb-2019,Wednesday,642.88,652.05,639.91,648.75,1086.61,,,,,16587.00,142.30,830270.17,23.52,21.47,36975.23,2.48,2.63,14.07,11.71,2.15,1.48
05-Feb-2019,Tuesday,639.91,645.98,633.27,639.07,945.88,,,,,17376.00,122.32,817878.08,23.17,21.15,36616.81,2.45,2.60,13.88,11.57,2.12,1.46
04-Feb-2019,Monday,616.90,642.39,616.63,639.49,1105.46,,,,,19155.00,140.30,818416.86,23.18,21.17,36582.74,2.45,2.60,13.89,11.57,2.12,1.46
01-Feb-2019,Friday,611.18,620.59,607.10,617.77,927.75,,,,,15561.00,114.89,790621.81,22.39,20.45,36469.43,2.36,2.51,13.48,11.26,2.05,1.41
31-Jan-2019,Thursday,594.84,609.10,594.84,607.77,620.90,,,,,18129.00,75.74,777817.71,22.03,20.12,36256.69,2.33,2.47,13.29,11.12,2.02,1.39
30-Jan-2019,Wednesday,601.77,606.68,589.66,591.77,450.09,,,,,10108.00,54.33,757343.81,21.45,19.59,35591.25,2.27,2.40,12.98,10.89,1.96,1.35
29-Jan-2019,Tuesday,609.20,610.14,595.14,599.74,578.12,,,,,8825.00,70.02,767549.07,21.74,19.85,35592.50,2.30,2.44,13.13,11.00,1.99,1.37
28-Jan-2019,Monday,620.59,621.81,605.12,609.00,787.40,,,,,9609.00,97.43,779402.37,22.08,20.16,35656.70,2.33,2.47,13.31,11.14,2.02,1.39
25-Jan-2019,Friday,619.16,625.55,612.45,617.25,516.09,,,,,11215.00,64.69,789956.25,22.38,20.43,36025.54,2.36,2.51,13.47,11.25,2.05,1.41
24-Jan-2019,Thursday,606.75,619.98,604.30,616.83,946.73,,,,,16585.00,117.45,789417.46,22.36,20.42,36195.10,2.36,2.51,13.46,11.25,2.05,1.41
23-Jan-2019,Wednesday,610.89,616.14,605.49,607.07,419.63,,,,,7946.00,51.73,776930.29,22.01,20.09,36108.47,2.32,2.47,13.27,11.11,2.02,1.39
22-Jan-2019,Tuesday,611.18,617.25,603.95,611.56,1241.16,,,,,19614.00,153.14,782666.79,22.17,20.24,36444.64,2.34,2.48,13.36,11.17,2.03,1.40
21-Jan-2019,Monday,591.32,612.87,589.27,611.43,1461.19,,,,,30093.00,178.83,782505.28,22.16,20.24,36578.96,2.34,2.48,13.36,11.17,2.03,1.40
18-Jan-2019,Friday,569.43,589.02,562.40,585.90,1808.81,,,,,32839.00,210.63,749829.58,21.24,19.39,36386.61,2.24,2.38,12.87,10.80,1.94,1.34
17-Jan-2019,Thursday,565.12,568.49,559.23,561.53,776.16,,,,,12737.00,88.16,718643.47,20.36,18.59,36374.08,2.15,2.28,12.40,10.46,1.86,1.28
16-Jan-2019,Wednesday,562.00,566.93,559.80,561.68,465.38,,,,,9362.00,52.97,718833.63,20.36,18.59,36321.29,2.15,2.28,12.41,10.46,1.86,1.28
15-Jan-2019,Tuesday,546.40,560.81,546.40,559.45,661.90,,,,,12574.00,74.41,715981.24,20.28,18.52,36318.33,2.14,2.27,12.37,10.43,1.86,1.28
14-Jan-2019,Monday,543.18,545.81,538.01,543.06,258.02,,,,,5879.00,28.20,695000.34,19.69,17.98,35853.56,2.08,2.21,12.05,10.19,1.80,1.24
11-Jan-2019,Friday,549.42,551.75,539.62,543.78,477.87,,,,,8840.00,52.53,695919.44,19.71,18.00,36009.84,2.08,2.21,12.07,10.20,1.80,1.24
10-Jan-2019,Thursday,548.98,550.09,545.86,547.61,203.58,,,,,3977.00,22.50,700831.89,19.85,18.13,36106.50,2.10,2.22,12.14,10.26,1.82,1.25
09-Jan-2019,Wednesday,550.71,552.74,544.07,548.98,338.37,,,,,7291.00,37.55,702575.01,19.90,18.17,36212.91,2.10,2.23,12.17,10.27,1.82,1.25
08-Jan-2019,Tuesday,547.96,549.72,542.88,546.77,513.62,,,,,6328.00,56.58,699754.32,19.82,18.10,35980.93,2.09,2.22,12.12,10.24,1.81,1.25
07-Jan-2019,Monday,547.37,553.71,545.31,546.52,303.18,,,,,6341.00,33.64,699437.38,19.81,18.09,35850.16,2.09,2.22,12.12,10.24,1.81,1.25
04-Jan-2019,Friday,543.83,546.97,535.53,544.35,397.99,,,,,9088.00,43.53,696648.38,19.73,18.02,35695.10,2.08,2.21,12.08,10.21,1.81,1.24
03-Jan-2019,Thursday,548.80,551.97,539.69,540.73,357.05,,,,,9329.00,39.29,692021.17,19.60,17.90,35513.71,2.07,2.20,12.01,10.16,1.79,1.24
02-Jan-2019,Wednesday,552.74,558.06,545.53,547.94,322.66,,,,,7052.00,35.89,701243.90,19.86,18.14,35891.52,2.10,2.23,12.15,10.26,1.82,1.25
01-Jan-2019,Tuesday,557.69,559.67,550.54,555.39,264.74,,,,,6178.00,29.62,710774.63,20.13,18.38,36254.57,2.13,2.26,12.29,10.37,1.84,1.27
31-Dec-2018,Monday,558.26,561.36,553.04,555.24,264.25,,,,,5537.00,29.67,710584.48,20.13,18.38,36068.33,2.13,2.25,12.28,10.36,1.84,1.27
28-Dec-2018,Friday,556.36,562.60,555.71,557.59,343.13,,,,,7868.00,38.77,713595.29,20.49,18.86,36076.72,2.19,2.34,12.63,10.89,1.98,1.40
27-Dec-2018,Thursday,547.29,557.64,547.02,554.72,454.77,,,,,11609.00,50.90,709918.93,20.38,18.76,35807.28,2.18,2.33,12.57,10.85,1.97,1.39
26-Dec-2018,Wednesday,538.38,545.14,528.25,543.30,474.92,,,,,12592.00,51.34,695308.54,19.96,18.38,35649.94,2.14,2.28,12.35,10.68,1.93,1.37
24-Dec-2018,Monday,545.71,546.30,538.13,539.89,270.42,,,,,6340.00,29.57,690934.93,19.84,18.26,35470.15,2.12,2.27,12.28,10.63,1.92,1.36
21-Dec-2018,Friday,558.83,560.37,542.34,544.00,835.18,,,,,11407.00,92.68,696195.94,19.99,18.40,35742.07,2.14,2.28,12.36,10.69,1.93,1.37
20-Dec-2018,Thursday,556.70,560.64,552.99,558.31,306.58,,,,,8623.00,34.50,714514.38,20.51,18.89,36431.67,2.20,2.34,12.64,10.90,1.98,1.40
19-Dec-2018,Wednesday,563.96,567.87,560.37,563.19,1116.28,,,,,7385.00,127.39,720757.87,20.69,19.05,36484.33,2.21,2.36,12.74,10.98,2.00,1.42
18-Dec-2018,Tuesday,555.71,564.38,555.12,562.87,300.67,,,,,6444.00,33.99,720345.86,20.68,19.04,36347.08,2.21,2.36,12.73,10.97,2.00,1.41
17-Dec-2018,Monday,552.10,561.56,549.92,559.97,374.86,,,,,8112.00,42.18,716637.80,20.58,18.94,36270.07,2.20,2.35,12.68,10.93,1.99,1.41
14-Dec-2018,Friday,546.75,552.24,541.15,550.64,384.98,,,,,8605.00,42.63,704689.61,20.23,18.63,35962.93,2.17,2.31,12.49,10.79,1.96,1.38
13-Dec-2018,Thursday,557.49,557.87,543.11,548.18,632.14,,,,,11297.00,70.21,701552.03,20.14,18.54,35929.64,2.16,2.30,12.45,10.75,1.95,1.38
12-Dec-2018,Wednesday,544.82,551.43,538.92,550.02,1035.91,,,,,11812.00,113.87,703897.29,20.21,18.61,35779.07,2.16,2.31,12.48,10.78,1.95,1.38
11-Dec-2018,Tuesday,528.03,544.91,522.70,542.93,957.12,,,,,20943.00,103.29,694833.15,19.95,18.37,35150.01,2.14,2.28,12.34,10.67,1.93,1.36
10-Dec-2018,Monday,551.08,551.13,536.89,539.12,1104.73,,,,,16559.00,120.52,689952.46,19.81,18.24,34959.72,2.12,2.26,12.27,10.62,1.91,1.36
07-Dec-2018,Friday,561.06,562.25,549.32,561.28,256.04,,,,,6870.00,28.83,718317.52,20.62,18.99,35673.25,2.21,2.36,12.70,10.95,1.99,1.41
06-Dec-2018,Thursday,568.34,568.52,553.85,556.43,249.13,,,,,8001.00,28.30,712105.73,20.45,18.82,35312.13,2.19,2.34,12.61,10.88,1.98,1.40
05-Dec-2018,Wednesday,566.95,574.04,564.43,571.98,268.32,,,,,6005.00,30.87,732008.81,21.02,19.35,35884.41,2.25,2.40,12.91,11.11,2.03,1.44
04-Dec-2018,Tuesday,573.05,573.25,566.09,570.35,206.60,,,,,4741.00,23.74,729917.09,20.96,19.29,36134.31,2.24,2.40,12.88,11.09,2.03,1.43
03-Dec-2018,Monday,580.50,581.47,568.91,572.70,292.26,,,,,8019.00,33.85,732927.91,21.04,19.37,36241.00,2.25,2.40,12.92,11.12,2.03,1.44
30-Nov-2018,Friday,580.48,587.41,575.99,578.59,454.52,,,,,16103.00,53.34,740470.79,21.26,19.57,36194.30,2.28,2.43,13.04,11.21,2.05,1.45
29-Nov-2018,Thursday,574.04,584.39,573.94,579.49,413.83,,,,,14828.00,48.50,741611.74,21.29,19.60,36170.41,2.28,2.43,13.06,11.22,2.06,1.46
28-Nov-2018,Wednesday,560.81,573.39,557.94,567.72,1098.01,,,,,17132.00,125.13,726557.65,20.86,19.20,35716.95,2.23,2.38,12.83,11.05,2.02,1.43
27-Nov-2018,Tuesday,549.52,559.38,545.66,558.44,264.15,,,,,6556.00,29.65,714672.85,20.52,18.89,35513.14,2.20,2.34,12.65,10.91,1.98,1.40
26-Nov-2018,Monday,549.74,553.36,543.85,549.57,279.61,,,,,6373.00,30.97,703326.82,20.19,18.59,35354.08,2.16,2.31,12.47,10.77,1.95,1.38
22-Nov-2018,Thursday,552.10,557.25,544.82,546.23,360.99,,,,,8015.00,40.18,699048.29,20.07,18.48,34981.02,2.15,2.29,12.41,10.72,1.94,1.37
21-Nov-2018,Wednesday,563.14,567.30,548.31,550.91,499.46,,,,,9198.00,55.71,705033.98,20.24,18.64,35199.80,2.17,2.31,12.50,10.79,1.96,1.38
20-Nov-2018,Tuesday,567.60,572.28,559.87,563.96,472.25,,,,,6805.00,53.90,721735.99,20.72,19.08,35474.51,2.22,2.37,12.75,10.99,2.00,1.42
19-Nov-2018,Monday,560.66,570.27,560.27,569.38,514.40,,,,,13163.00,58.70,728676.67,20.92,19.26,35774.88,2.24,2.39,12.86,11.07,2.02,1.43
16-Nov-2018,Friday,542.88,559.33,542.88,558.44,702.95,,,,,14307.00,78.88,714668.54,20.52,18.89,35457.16,2.20,2.34,12.65,10.91,1.98,1.40
15-Nov-2018,Thursday,542.83,546.23,538.43,543.28,286.26,,,,,6454.00,31.34,695272.65,19.96,18.38,35260.54,2.14,2.28,12.35,10.68,1.93,1.37
14-Nov-2018,Wednesday,547.29,551.18,538.38,542.88,420.08,,,,,8532.00,46.13,694765.57,19.95,18.36,35141.99,2.14,2.28,12.34,10.67,1.93,1.36
13-Nov-2018,Tuesday,532.88,546.20,530.45,544.59,363.44,,,,,8299.00,39.62,696952.36,20.01,18.42,35144.49,2.14,2.29,12.38,10.70,1.93,1.37
12-Nov-2018,Monday,544.07,544.84,532.09,534.29,259.28,,,,,7060.00,28.16,683768.23,19.63,18.07,34812.99,2.10,2.24,12.17,10.54,1.90,1.34
09-Nov-2018,Friday,547.79,551.40,537.88,541.52,379.72,,,,,7920.00,41.79,693022.48,19.90,18.32,35158.55,2.13,2.27,12.32,10.65,1.92,1.36
07-Nov-2018,Wednesday,553.14,553.24,548.08,550.04,99.79,,,,,3836.00,11.08,703924.74,20.21,18.61,35237.68,2.16,2.31,12.48,10.78,1.95,1.38
06-Nov-2018,Tuesday,541.99,550.73,541.37,546.52,661.15,,,,,11150.00,73.02,699424.39,20.08,18.49,34991.91,2.15,2.29,12.41,10.73,1.94,1.37
05-Nov-2018,Monday,531.94,541.60,527.23,539.14,5052.06,,,,,14534.00,541.88,689979.99,19.81,18.24,34950.92,2.12,2.26,12.27,10.62,1.91,1.36
02-Nov-2018,Friday,528.87,535.41,526.49,532.06,4308.09,,,,,14539.00,460.87,680915.90,19.55,18.00,35011.65,2.09,2.23,12.13,10.51,1.89,1.34
01-Nov-2018,Thursday,528.17,529.36,520.20,523.47,393.98,,,,,9454.00,41.70,669918.56,19.23,17.71,34431.97,2.06,2.20,11.96,10.38,1.86,1.32
31-Oct-2018,Wednesday,527.33,527.83,518.89,525.70,3153.17,,,,,10980.00,334.68,672770.90,19.32,17.78,34442.05,2.07,2.21,12.01,10.42,1.87,1.32
30-Oct-2018,Tuesday,538.60,538.60,521.04,523.59,558.19,,,,,13384.00,59.43,670077.02,19.24,17.71,33891.13,2.06,2.20,11.97,10.38,1.86,1.32
29-Oct-2018,Monday,518.91,541.42,518.57,538.87,535.56,,,,,12329.00,57.38,689631.37,19.80,18.23,34067.40,2.12,2.26,12.26,10.61,1.91,1.35
26-Oct-2018,Friday,515.10,523.39,506.26,517.43,647.86,,,,,14144.00,67.62,662185.56,19.01,17.50,33349.31,2.03,2.17,11.85,10.29,1.84,1.30
25-Oct-2018,Thursday,513.12,515.12,503.71,510.24,704.44,,,,,17801.00,72.50,652994.70,18.75,17.26,33690.09,2.01,2.14,11.70,10.18,1.81,1.28
24-Oct-2018,Wednesday,531.94,532.41,510.64,518.37,584.56,,,,,13935.00,61.33,663389.88,19.05,17.53,34033.96,2.04,2.18,11.86,10.31,1.84,1.30
23-Oct-2018,Tuesday,521.54,527.23,516.93,521.34,527.43,,,,,12615.00,55.56,667187.81,19.16,17.64,33847.23,2.05,2.19,11.92,10.35,1.85,1.31
22-Oct-2018,Monday,550.26,552.15,523.69,526.22,646.57,,,,,19144.00,69.93,673431.21,19.33,17.80,34134.38,2.07,2.21,12.02,10.42,1.87,1.32
19-Oct-2018,Friday,546.75,549.77,531.52,545.63,1461.54,,,,,29562.00,159.52,698278.03,20.05,18.46,34315.63,2.15,2.29,12.40,10.71,1.94,1.37
17-Oct-2018,Wednesday,584.44,584.91,565.12,569.04,1452.99,,,,,15094.00,169.75,728227.32,20.91,19.25,34779.58,2.24,2.39,12.85,11.07,2.02,1.43
16-Oct-2018,Tuesday,567.67,578.50,565.02,576.34,464.45,,,,,11757.00,53.67,737576.57,21.18,19.50,35162.48,2.27,2.42,13.00,11.18,2.05,1.45
15-Oct-2018,Monday,561.31,567.77,554.35,564.53,397.76,,,,,12777.00,45.24,722459.31,20.74,19.10,34865.10,2.22,2.37,12.76,11.00,2.00,1.42
12-Oct-2018,Friday,546.05,559.18,545.81,557.89,446.10,,,,,11160.00,50.02,713965.75,20.50,18.87,34733.58,2.19,2.34,12.64,10.90,1.98,1.40
11-Oct-2018,Thursday,528.87,551.95,516.61,539.47,765.40,,,,,17702.00,83.13,690386.63,19.82,18.25,34001.15,2.12,2.27,12.28,10.62,1.92,1.36
10-Oct-2018,Wednesday,542.34,552.10,537.44,545.98,404.72,,,,,10879.00,44.58,698721.72,20.06,18.47,34760.89,2.15,2.29,12.40,10.72,1.94,1.37
09-Oct-2018,Tuesday,555.27,556.45,535.28,540.06,620.13,,,,,16031.00,68.40,691147.24,19.84,18.27,34299.47,2.12,2.27,12.29,10.63,1.92,1.36
08-Oct-2018,Monday,519.48,552.42,507.77,548.75,1330.63,,,,,31974.00,144.22,702271.27,20.16,18.56,34474.38,2.16,2.30,12.46,10.76,1.95,1.38
05-Oct-2018,Friday,546.10,552.52,514.88,519.98,1164.48,,,,,37869.00,125.62,665444.73,19.11,17.59,34376.99,2.04,2.18,11.89,10.33,1.85,1.31
04-Oct-2018,Thursday,593.85,593.85,547.32,554.99,1482.42,,,,,42726.00,169.13,710257.74,20.39,18.77,35169.16,2.18,2.33,12.58,10.85,1.97,1.40
03-Oct-2018,Wednesday,610.74,614.03,593.70,596.97,430.42,,,,,11873.00,52.36,763976.31,21.93,20.19,35975.63,2.35,2.51,13.40,11.48,2.12,1.50
01-Oct-2018,Monday,623.17,624.06,596.47,609.97,366.80,,,,,9965.00,45.01,780614.81,22.41,20.63,36526.14,2.40,2.56,13.65,11.68,2.17,1.53
28-Sep-2018,Friday,624.06,629.56,617.94,623.17,648.06,,,,,12202.00,81.41,797502.56,23.29,21.89,36227.14,2.47,2.63,14.32,12.54,2.37,1.72
27-Sep-2018,Thursday,623.96,625.67,613.46,620.54,389.43,,,,,9977.00,48.75,794143.19,23.20,21.80,36324.17,2.46,2.62,14.26,12.49,2.36,1.71
26-Sep-2018,Wednesday,611.78,621.14,607.62,619.98,337.69,,,,,8887.00,41.89,793414.27,23.17,21.78,36542.27,2.45,2.62,14.25,12.49,2.36,1.71
25-Sep-2018,Tuesday,610.84,616.58,592.24,609.50,396.78,,,,,14124.00,48.68,780008.47,22.78,21.41,36652.06,2.41,2.57,14.04,12.32,2.32,1.68
24-Sep-2018,Monday,602.27,614.11,596.45,610.34,451.88,,,,,14400.00,55.35,781086.00,22.81,21.44,36305.02,2.41,2.57,14.06,12.33,2.32,1.68
21-Sep-2018,Friday,604.27,612.72,586.02,602.69,566.36,,,,,14105.00,69.28,771293.11,22.53,21.17,36841.60,2.38,2.54,13.91,12.21,2.29,1.66
19-Sep-2018,Wednesday,606.73,607.72,594.94,599.45,861.32,,,,,13027.00,104.28,767141.43,22.41,21.06,37121.22,2.37,2.53,13.84,12.16,2.28,1.65
18-Sep-2018,Tuesday,606.23,613.61,601.40,602.86,314.42,,,,,9624.00,38.62,771514.96,22.54,21.18,37290.67,2.39,2.54,13.91,12.21,2.29,1.66
17-Sep-2018,Monday,620.05,620.05,604.50,607.35,371.95,,,,,10206.00,45.87,777251.25,22.70,21.34,37585.51,2.40,2.56,14.00,12.29,2.31,1.67
14-Sep-2018,Friday,624.56,631.49,618.39,620.50,294.23,,,,,7446.00,37.01,794079.81,23.19,21.80,38090.64,2.46,2.62,14.26,12.49,2.36,1.71
12-Sep-2018,Wednesday,616.36,622.90,609.13,620.45,459.29,,,,,9593.00,57.11,794016.42,23.19,21.80,37717.96,2.45,2.62,14.26,12.49,2.36,1.71
11-Sep-2018,Tuesday,624.06,627.90,611.68,613.39,366.03,,,,,9979.00,45.86,784984.14,22.93,21.55,37413.13,2.43,2.59,14.12,12.38,2.33,1.69
10-Sep-2018,Monday,631.49,632.36,619.88,622.65,343.49,,,,,9264.00,43.41,796837.03,23.27,21.88,37922.17,2.46,2.63,14.31,12.53,2.37,1.72
07-Sep-2018,Friday,627.88,633.92,621.51,632.36,430.46,,,,,10897.00,54.73,809260.37,23.64,22.22,38389.82,2.50,2.67,14.50,12.68,2.40,1.74
06-Sep-2018,Thursday,609.20,625.94,607.22,624.14,558.95,,,,,12177.00,69.61,798738.56,23.33,21.93,38242.81,2.47,2.63,14.34,12.55,2.37,1.72
05-Sep-2018,Wednesday,616.63,620.32,599.30,607.12,1203.98,,,,,17285.00,147.96,776966.02,22.69,21.33,38018.31,2.40,2.56,13.99,12.28,2.31,1.67
04-Sep-2018,Tuesday,611.68,621.46,609.20,615.32,433.63,,,,,10816.00,53.82,787450.89,23.00,21.62,38157.92,2.43,2.60,14.16,12.41,2.34,1.70
03-Sep-2018,Monday,618.61,623.07,607.96,609.40,1220.85,,,,,12950.00,151.95,779876.51,22.78,21.41,38312.52,2.41,2.57,14.04,12.32,2.32,1.68
31-Aug-2018,Friday,630.90,630.90,612.69,614.63,1284.02,,,,,14772.00,160.68,786563.52,22.97,21.59,38645.07,2.43,2.59,14.15,12.40,2.34,1.69
